seller_id,period,sales,freight_value,total_sales,quantity,volume,baskets
0b90b6df587eb83608a64ea8b390cf07,2017-09-01,193.8,17.12,210.92,1,0.85,1
0b90b6df587eb83608a64ea8b390cf07,2017-10-01,2227.44,263.01,2490.45,9,8.858,6
0b90b6df587eb83608a64ea8b390cf07,2017-11-01,1255.3,105.66,1360.96,6,5.369,5
0b90b6df587eb83608a64ea8b390cf07,2017-12-01,6800.48,986.08,7786.56,57,18.229,46
0b90b6df587eb83608a64ea8b390cf07,2018-01-01,6092.08,809.64,6901.72,52,17.299,39
0b90b6df587eb83608a64ea8b390cf07,2018-02-01,1861.41,345.45,2206.86,20,4.609,18
0b90b6df587eb83608a64ea8b390cf07,2018-03-01,6167.79,445,6612.79,26,15.545,19
0b90b6df587eb83608a64ea8b390cf07,2018-04-01,1618.84,259.09,1877.93,17,3.88,13
0b90b6df587eb83608a64ea8b390cf07,2018-05-01,1357.26,201.48,1558.74,12,2.55,8
0b90b6df587eb83608a64ea8b390cf07,2018-06-01,610.02,115.97,725.99,6,1.623,5
0b90b6df587eb83608a64ea8b390cf07,2018-07-01,407.9,66.82,474.72,4,1.306,4
0bae85eb84b9fb3bd773911e89288d54,2017-02-01,48.65,17.19,65.84,1,1.2,1
0bae85eb84b9fb3bd773911e89288d54,2017-04-01,423.27,168.49,591.76,8,9.158,8
0bae85eb84b9fb3bd773911e89288d54,2017-05-01,594.55,267.92,862.47,9,13.233,9
0bae85eb84b9fb3bd773911e89288d54,2017-06-01,455.66,136.12,591.78,8,7.953,7
0bae85eb84b9fb3bd773911e89288d54,2017-07-01,621.09,196.91,818,11,10.254,10
0bae85eb84b9fb3bd773911e89288d54,2017-08-01,479.08,159.04,638.12,9,9.298,8
0bae85eb84b9fb3bd773911e89288d54,2017-09-01,389.46,130.52,519.98,7,6.199,7
0bae85eb84b9fb3bd773911e89288d54,2017-10-01,679.13,248.2,927.33,15,11.932,13
0bae85eb84b9fb3bd773911e89288d54,2017-11-01,841.91,308.59,1150.5,18,13.771,16
0bae85eb84b9fb3bd773911e89288d54,2017-12-01,643.45,245.94,889.39,14,9.115,14
0bae85eb84b9fb3bd773911e89288d54,2018-01-01,648.27,145.61,793.88,8,12.824,8
0bae85eb84b9fb3bd773911e89288d54,2018-02-01,551.28,283.63,834.91,14,7.932,12
0bae85eb84b9fb3bd773911e89288d54,2018-03-01,277.84,166.54,444.38,6,5.175,6
0bae85eb84b9fb3bd773911e89288d54,2018-04-01,188.34,88.5,276.84,5,2,5
0bae85eb84b9fb3bd773911e89288d54,2018-05-01,378.92,189.63,568.55,7,9.6,7
0bae85eb84b9fb3bd773911e89288d54,2018-06-01,199.92,72.71,272.63,4,3.95,4
0bae85eb84b9fb3bd773911e89288d54,2018-07-01,61.39,98.65,160.04,2,1.283,2
0bb27263628258b8111a0262769fa9db,2017-03-01,22.2,10.96,33.16,1,0.4,1
0bb738e4d789e63e2267697c42d35a2d,2017-01-01,39.9,26.61,66.51,1,1.15,1
0bb738e4d789e63e2267697c42d35a2d,2017-02-01,44.7,42.86,87.56,3,2.4,2
0bb738e4d789e63e2267697c42d35a2d,2017-06-01,14.9,9.94,24.84,1,0.8,1
0bb738e4d789e63e2267697c42d35a2d,2017-07-01,19.9,9.94,29.84,1,0.8,1
0bb738e4d789e63e2267697c42d35a2d,2017-09-01,548.7,125.57,674.27,4,19.65,4
0bb738e4d789e63e2267697c42d35a2d,2017-10-01,79.9,25.4,105.3,1,5.55,1
0bb738e4d789e63e2267697c42d35a2d,2017-11-01,384.4,102.54,486.94,6,24.15,6
0bb738e4d789e63e2267697c42d35a2d,2017-12-01,409.4,136.7,546.1,6,24.5,6
0bb738e4d789e63e2267697c42d35a2d,2018-01-01,204.7,63.28,267.98,3,12.25,3
0bb738e4d789e63e2267697c42d35a2d,2018-02-01,119,16.55,135.55,1,5.55,1
0bb738e4d789e63e2267697c42d35a2d,2018-03-01,44.9,11.86,56.76,1,1.15,1
0bb738e4d789e63e2267697c42d35a2d,2018-04-01,148.9,45.85,194.75,2,6.7,2
0bb738e4d789e63e2267697c42d35a2d,2018-05-01,329,25.24,354.24,1,7.75,1
0be8ff43f22e456b4e0371b2245e4d01,2017-04-01,169.8,30.81,200.61,2,1.3,2
0be8ff43f22e456b4e0371b2245e4d01,2017-05-01,39.9,15.1,55,1,0.15,1
0be8ff43f22e456b4e0371b2245e4d01,2017-06-01,159.6,53.08,212.68,4,1.35,2
0be8ff43f22e456b4e0371b2245e4d01,2017-07-01,94.7,41.89,136.59,3,1.25,3
0be8ff43f22e456b4e0371b2245e4d01,2017-08-01,359.5,121.55,481.05,6,2.15,3
0be8ff43f22e456b4e0371b2245e4d01,2017-09-01,692.7,190.65,883.35,13,7.875,9
0be8ff43f22e456b4e0371b2245e4d01,2017-10-01,1195.1,256.63,1451.73,19,10.142,18
0be8ff43f22e456b4e0371b2245e4d01,2017-11-01,1395.8,274.71,1670.51,23,11.217,22
0be8ff43f22e456b4e0371b2245e4d01,2017-12-01,2424.1,449.68,2873.78,30,17.381,29
0be8ff43f22e456b4e0371b2245e4d01,2018-01-01,900.9,254.73,1155.63,12,8.155,12
0be8ff43f22e456b4e0371b2245e4d01,2018-02-01,1534.8,267.93,1802.73,22,21.225,18
0be8ff43f22e456b4e0371b2245e4d01,2018-03-01,322.4,62.65,385.05,6,2.455,5
0be8ff43f22e456b4e0371b2245e4d01,2018-04-01,464.2,118.18,582.38,8,3.325,8
0be8ff43f22e456b4e0371b2245e4d01,2018-05-01,409.4,78.38,487.78,6,2.835,6
0be8ff43f22e456b4e0371b2245e4d01,2018-06-01,993.5,236.72,1230.22,16,24.892,14
0be8ff43f22e456b4e0371b2245e4d01,2018-07-01,649.1,126.46,775.56,9,4.03,9
0bebbb2cea103a4a020c95d43fd7d754,2018-05-01,99.9,13.36,113.26,1,0.413,1
0bebbb2cea103a4a020c95d43fd7d754,2018-06-01,329.8,38.5,368.3,2,0.742,2
0bebbb2cea103a4a020c95d43fd7d754,2018-07-01,937.5,95.28,1032.78,6,3.747,6
0bf0150d5b9d60d9cd2906003332f085,2017-01-01,159.7,45.43,205.13,3,2.7,2
0bf0150d5b9d60d9cd2906003332f085,2017-02-01,259.6,53.67,313.27,4,5.9,3
0bf0150d5b9d60d9cd2906003332f085,2017-03-01,429.4,94.75,524.15,6,9.1,4
0bf0150d5b9d60d9cd2906003332f085,2017-05-01,259.7,33.14,292.84,3,6.5,2
0bf0150d5b9d60d9cd2906003332f085,2017-06-01,49.9,12.69,62.59,1,1.1,1
0bf0150d5b9d60d9cd2906003332f085,2017-07-01,126,18.13,144.13,1,2.85,1
0bf0150d5b9d60d9cd2906003332f085,2017-08-01,736.2,145.92,882.12,8,15,4
0bf0150d5b9d60d9cd2906003332f085,2017-09-01,403.8,67.92,471.72,4,9.65,3
0bf0150d5b9d60d9cd2906003332f085,2017-10-01,1155.6,198.15,1353.75,11,26.75,6
0bf0150d5b9d60d9cd2906003332f085,2017-11-01,457.8,69.4,527.2,5,10.85,3
0bf0150d5b9d60d9cd2906003332f085,2017-12-01,807.6,161.56,969.16,8,19,3
0bf0150d5b9d60d9cd2906003332f085,2018-02-01,499.6,115.09,614.69,4,25.9,3
0bf0150d5b9d60d9cd2906003332f085,2018-03-01,329.8,60.75,390.55,3,12,3
0bf0150d5b9d60d9cd2906003332f085,2018-06-01,99.9,21.14,121.04,1,1.5,1
0bfd0b434243adc5c2e1aa6baf19c6aa,2017-09-01,69.9,14.24,84.14,1,0.5,1
0bfd0b434243adc5c2e1aa6baf19c6aa,2017-10-01,23.9,7.05,30.95,1,0.2,1
0bfd0b434243adc5c2e1aa6baf19c6aa,2017-11-01,192.5,36.49,228.99,3,1.4,3
0bfd0b434243adc5c2e1aa6baf19c6aa,2018-01-01,84.9,8.01,92.91,1,1,1
0c7533c71df861ec58ad7ff999ed0e8d,2017-06-01,182.2,57.54,239.74,4,2.075,3
0c7533c71df861ec58ad7ff999ed0e8d,2017-07-01,183.6,53.08,236.68,4,2.6,3
0c7533c71df861ec58ad7ff999ed0e8d,2017-08-01,319,93.41,412.41,9,3.676,7
0c7533c71df861ec58ad7ff999ed0e8d,2017-09-01,265,91.33,356.33,7,3.6,6
0c7533c71df861ec58ad7ff999ed0e8d,2017-10-01,176.4,89.15,265.55,7,1.563,7
0c7533c71df861ec58ad7ff999ed0e8d,2017-11-01,179.2,60.45,239.65,4,1.85,4
0c7533c71df861ec58ad7ff999ed0e8d,2017-12-01,325.5,87.68,413.18,10,3.65,6
0c7533c71df861ec58ad7ff999ed0e8d,2018-01-01,475.3,146.54,621.84,12,4.195,10
0c7533c71df861ec58ad7ff999ed0e8d,2018-02-01,464.5,78.66,543.16,7,2.44,6
0c7533c71df861ec58ad7ff999ed0e8d,2018-03-01,284.9,81.62,366.52,6,2.65,6
0c7533c71df861ec58ad7ff999ed0e8d,2018-04-01,79.8,25.62,105.42,2,0.8,2
0c7533c71df861ec58ad7ff999ed0e8d,2018-06-01,53.9,9.13,63.03,1,0.35,1
0c7f30ae9b147eca07affbef92832a6a,2017-02-01,309.7,49.43,359.13,3,2.3,3
0c7f30ae9b147eca07affbef92832a6a,2017-03-01,169.8,38.18,207.98,2,3.2,2
0c8380b62e38e8a1e6adbeba7eb9688c,2016-09-01,199.39,72.34,271.73,4,6.7,2
0c8380b62e38e8a1e6adbeba7eb9688c,2016-12-01,904.3,182.51,1086.81,11,17.84,8
0c8380b62e38e8a1e6adbeba7eb9688c,2017-01-01,2568.3,523.22,3091.52,29,46.215,28
0c8380b62e38e8a1e6adbeba7eb9688c,2017-02-01,2710.6,553.31,3263.91,30,56.375,26
0c8380b62e38e8a1e6adbeba7eb9688c,2017-03-01,2235.9,504.03,2739.93,29,42.941,24
0c8380b62e38e8a1e6adbeba7eb9688c,2017-04-01,1744.3,475.65,2219.95,27,39.645,22
0c8380b62e38e8a1e6adbeba7eb9688c,2017-05-01,791.7,189.64,981.34,11,16.86,9
0c8380b62e38e8a1e6adbeba7eb9688c,2017-06-01,607.2,145.16,752.36,8,12.1,4
0c8380b62e38e8a1e6adbeba7eb9688c,2017-07-01,1025.7,227.83,1253.53,9,19.223,8
0c8380b62e38e8a1e6adbeba7eb9688c,2017-08-01,1192.6,305.06,1497.66,16,26.14,11
0c8380b62e38e8a1e6adbeba7eb9688c,2017-09-01,529.2,86.61,615.81,6,8.889,4
0c8380b62e38e8a1e6adbeba7eb9688c,2017-10-01,550.5,142.33,692.83,7,10.55,7
0c8380b62e38e8a1e6adbeba7eb9688c,2017-12-01,215.8,36.01,251.81,2,2.65,2
0c8380b62e38e8a1e6adbeba7eb9688c,2018-01-01,149.9,21.54,171.44,1,2.5,1
0c8380b62e38e8a1e6adbeba7eb9688c,2018-02-01,174.4,76.22,250.62,2,2.9,2
0c8380b62e38e8a1e6adbeba7eb9688c,2018-05-01,640.7,153.1,793.8,7,17.857,7
0c8380b62e38e8a1e6adbeba7eb9688c,2018-06-01,642.2,287.23,929.43,15,13.618,11
0c8380b62e38e8a1e6adbeba7eb9688c,2018-07-01,466.1,125.25,591.35,6,13.367,6
0cab2da43793a6f3c5ed8514c5f54627,2018-04-01,69.9,18.42,88.32,1,0.85,1
0cab2da43793a6f3c5ed8514c5f54627,2018-05-01,119.9,15.14,135.04,1,1.9,1
0cab2da43793a6f3c5ed8514c5f54627,2018-06-01,119.9,23.64,143.54,1,1.9,1
0cbcee27c791afa0cdcb08587a2013a8,2016-09-01,135,18.51,153.51,1,2.25,1
0cbcee27c791afa0cdcb08587a2013a8,2017-01-01,135,15.12,150.12,1,2.25,1
0cbcee27c791afa0cdcb08587a2013a8,2017-02-01,550,67.06,617.06,4,6.45,3
0cbcee27c791afa0cdcb08587a2013a8,2017-03-01,135,18.38,153.38,1,1.05,1
0cbcee27c791afa0cdcb08587a2013a8,2017-04-01,142,15.74,157.74,1,2.25,1
0cbcee27c791afa0cdcb08587a2013a8,2017-05-01,288,32.52,320.52,2,4.1,2
0cbcee27c791afa0cdcb08587a2013a8,2017-06-01,135,15.7,150.7,1,1.1,1
0cbcee27c791afa0cdcb08587a2013a8,2017-08-01,225,13.7,238.7,1,0.85,1
0cbcee27c791afa0cdcb08587a2013a8,2017-10-01,713,101.76,814.76,6,14,6
0cbcee27c791afa0cdcb08587a2013a8,2017-11-01,135,20.19,155.19,1,5.3,1
0cbcee27c791afa0cdcb08587a2013a8,2017-12-01,230,36.12,266.12,2,4.5,1
0cbcee27c791afa0cdcb08587a2013a8,2018-01-01,389,52.99,441.99,3,9.4,3
0cbcee27c791afa0cdcb08587a2013a8,2018-02-01,345,74.32,419.32,3,6.75,3
0cbcee27c791afa0cdcb08587a2013a8,2018-03-01,411.15,89.1,500.25,4,5.5,4
0cbcee27c791afa0cdcb08587a2013a8,2018-04-01,812,124.91,936.91,6,9.55,6
0cbcee27c791afa0cdcb08587a2013a8,2018-05-01,345,96.85,441.85,3,7.7,3
0cbcee27c791afa0cdcb08587a2013a8,2018-06-01,199,24.19,223.19,1,1.25,1
0d33a55da925bbf1ff02af5f6059fc7f,2017-10-01,32.7,32.54,65.24,3,0.6,3
0d33a55da925bbf1ff02af5f6059fc7f,2018-01-01,80,28.02,108.02,3,1.5,3
0d33a55da925bbf1ff02af5f6059fc7f,2018-02-01,103,77.2,180.2,5,6.55,4
0d33a55da925bbf1ff02af5f6059fc7f,2018-03-01,80,80.68,160.68,3,1.5,3
0d33a55da925bbf1ff02af5f6059fc7f,2018-04-01,43,44.61,87.61,2,0.7,2
0d33a55da925bbf1ff02af5f6059fc7f,2018-05-01,58,55.8,113.8,3,0.9,2
0d33a55da925bbf1ff02af5f6059fc7f,2018-06-01,114.7,57.76,172.46,4,1.397,4
0d33a55da925bbf1ff02af5f6059fc7f,2018-07-01,35.9,9,44.9,1,0.547,1
0d4c8269e7f0401201794deef160edd6,2017-09-01,566.65,83.06,649.71,3,14.8,2
0d4c8269e7f0401201794deef160edd6,2017-10-01,225.99,16.33,242.32,1,5.2,1
0d83f8e03188682112cc0d93523705cc,2017-10-01,179.96,28.76,208.72,2,0.3,1
0d83f8e03188682112cc0d93523705cc,2017-11-01,71.8,15.25,87.05,1,0.2,1
0d83f8e03188682112cc0d93523705cc,2017-12-01,444.5,80.3,524.8,5,1,2
0d85bbda9889ce1f7e63778d24f346eb,2017-02-01,99.8,50.95,150.75,2,6,2
0d85bbda9889ce1f7e63778d24f346eb,2017-03-01,119.9,27.27,147.17,1,5.9,1
0d85bbda9889ce1f7e63778d24f346eb,2017-04-01,509.4,187.8,697.2,6,26,6
0d85bbda9889ce1f7e63778d24f346eb,2017-05-01,404.6,85.96,490.56,4,22.4,3
0d85bbda9889ce1f7e63778d24f346eb,2017-06-01,178.7,59.47,238.17,3,7,3
0d85bbda9889ce1f7e63778d24f346eb,2017-07-01,717.8,319.24,1037.04,12,34,12
0d85bbda9889ce1f7e63778d24f346eb,2017-08-01,646.9,236.83,883.73,11,26.65,10
0d85bbda9889ce1f7e63778d24f346eb,2017-09-01,256.7,80.46,337.16,3,6.7,3
0d85bbda9889ce1f7e63778d24f346eb,2017-10-01,718.5,163.28,881.78,5,24.5,5
0d85bbda9889ce1f7e63778d24f346eb,2017-12-01,116.9,20.06,136.96,1,1.8,1
0d85bbda9889ce1f7e63778d24f346eb,2018-01-01,818.3,268.59,1086.89,7,12.6,2
0d85bbda9889ce1f7e63778d24f346eb,2018-02-01,257.7,124.59,382.29,3,23.65,3
0daf5180aa44356f60f8effa533b55a2,2018-06-01,104.9,19.64,124.54,1,1.3,1
0daf5180aa44356f60f8effa533b55a2,2018-07-01,39.9,19.19,59.09,1,0.388,1
0db783cfcd3b73998abc6e10e59a102f,2016-09-01,70,32.1,102.1,2,0.5,2
0db783cfcd3b73998abc6e10e59a102f,2016-12-01,49,10.96,59.96,1,0.25,1
0db783cfcd3b73998abc6e10e59a102f,2017-01-01,1023.9,214,1237.9,13,3.532,12
0db783cfcd3b73998abc6e10e59a102f,2017-02-01,727.9,173.5,901.4,10,2.649,10
0db783cfcd3b73998abc6e10e59a102f,2017-03-01,1184,251.87,1435.87,16,4.4,13
0db783cfcd3b73998abc6e10e59a102f,2017-04-01,986.8,184.25,1171.05,15,4.199,15
0db783cfcd3b73998abc6e10e59a102f,2017-05-01,827.8,175.23,1003.03,11,3.19,11
0db783cfcd3b73998abc6e10e59a102f,2017-06-01,534.7,94.17,628.87,8,2.3,8
0db783cfcd3b73998abc6e10e59a102f,2017-07-01,455.9,89.3,545.2,5,1.7,5
0db783cfcd3b73998abc6e10e59a102f,2017-08-01,233,56.51,289.51,3,0.7,3
0db783cfcd3b73998abc6e10e59a102f,2017-09-01,135.9,46.34,182.24,2,0.4,2
0db783cfcd3b73998abc6e10e59a102f,2017-10-01,484.3,109.84,594.14,8,2.299,8
0db783cfcd3b73998abc6e10e59a102f,2017-11-01,664.4,118.79,783.19,11,2.982,11
0db783cfcd3b73998abc6e10e59a102f,2017-12-01,539,170.25,709.25,11,2.75,11
0db783cfcd3b73998abc6e10e59a102f,2018-01-01,526.7,152.09,678.79,11,3.05,11
0db783cfcd3b73998abc6e10e59a102f,2018-02-01,488.4,93.49,581.89,7,2.35,6
0db783cfcd3b73998abc6e10e59a102f,2018-03-01,145.7,26.46,172.16,3,0.85,3
0dd184061fb0eaa7ca37932c68ab91c5,2017-11-01,199,28.6,227.6,2,21.35,2
0dd184061fb0eaa7ca37932c68ab91c5,2017-12-01,1759,358.46,2117.46,18,256.5,18
0dd184061fb0eaa7ca37932c68ab91c5,2018-01-01,2422,487.98,2909.98,23,278.1,21
0dd184061fb0eaa7ca37932c68ab91c5,2018-02-01,4330,1085.18,5415.18,40,460.65,32
0dd184061fb0eaa7ca37932c68ab91c5,2018-03-01,4050,935.27,4985.27,41,400.425,35
0dd184061fb0eaa7ca37932c68ab91c5,2018-04-01,2982.97,960.89,3943.86,33,319.75,26
0dd184061fb0eaa7ca37932c68ab91c5,2018-05-01,1574.96,747.43,2322.39,22,164.95,15
0dd184061fb0eaa7ca37932c68ab91c5,2018-06-01,675.99,472.17,1148.16,9,77.625,8
0dd184061fb0eaa7ca37932c68ab91c5,2018-07-01,453,243.52,696.52,5,39.375,4
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-03-01,47.7,63.79,111.49,3,4.2,2
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-04-01,109.7,27.57,137.27,2,1.775,2
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-05-01,105.8,29.14,134.94,2,3.6,2
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-06-01,89.8,20.4,110.2,2,1.8,2
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-07-01,49.9,9.1,59,1,0.55,1
0df3984f9dfb3d49ac6366acbd3bbb85,2017-02-01,74.6,20.97,95.57,1,0.5,1
0df3984f9dfb3d49ac6366acbd3bbb85,2017-03-01,222.6,56.36,278.96,4,0.999,4
0df3984f9dfb3d49ac6366acbd3bbb85,2017-04-01,1564,161.2,1725.2,10,3,10
0df3984f9dfb3d49ac6366acbd3bbb85,2017-05-01,354.4,66.47,420.87,3,1.05,3
0df3984f9dfb3d49ac6366acbd3bbb85,2017-06-01,647.6,54.79,702.39,4,1,4
0df3984f9dfb3d49ac6366acbd3bbb85,2017-07-01,273.8,31.22,305.02,2,0.425,2
0df3984f9dfb3d49ac6366acbd3bbb85,2017-08-01,614.6,60.43,675.03,4,0.8,4
0df3984f9dfb3d49ac6366acbd3bbb85,2017-09-01,477.6,66.44,544.04,4,0.81,4
0df3984f9dfb3d49ac6366acbd3bbb85,2017-10-01,538.6,73.3,611.9,3,1.063,3
0df3984f9dfb3d49ac6366acbd3bbb85,2017-11-01,278.7,44.33,323.03,3,0.45,3
0df3984f9dfb3d49ac6366acbd3bbb85,2017-12-01,719.34,101.65,820.99,7,2.01,7
0df3984f9dfb3d49ac6366acbd3bbb85,2018-01-01,1153.8,244.67,1398.47,12,2.58,12
0df3984f9dfb3d49ac6366acbd3bbb85,2018-02-01,2320.89,376.7,2697.59,23,5.279,21
0df3984f9dfb3d49ac6366acbd3bbb85,2018-03-01,308.59,39.42,348.01,3,0.933,3
0df3984f9dfb3d49ac6366acbd3bbb85,2018-04-01,388.48,83.25,471.73,5,1.007,5
0df3984f9dfb3d49ac6366acbd3bbb85,2018-05-01,83.89,17.52,101.41,1,0.21,1
0dfbed20065e425d2eaefb101f9816c0,2018-04-01,50.36,31.02,81.38,2,0.9,2
0dfbed20065e425d2eaefb101f9816c0,2018-05-01,33.99,18.23,52.22,1,0.8,1
0e44d110fa6a54e121cb2c095a77762f,2017-07-01,46.07,23.82,69.89,2,0.75,2
0e44d110fa6a54e121cb2c095a77762f,2017-08-01,2.29,7.78,10.07,1,0.3,1
0e44d110fa6a54e121cb2c095a77762f,2017-09-01,4.2,11.85,16.05,1,0.2,1
0e44d110fa6a54e121cb2c095a77762f,2017-11-01,136.68,18.21,154.89,1,1.9,1
0e44d110fa6a54e121cb2c095a77762f,2018-05-01,34.08,8.4,42.48,1,0.45,1
0e72c1a751b496722a6cb1f10653b62a,2018-04-01,45.9,23.28,69.18,1,0.8,1
0e72c1a751b496722a6cb1f10653b62a,2018-05-01,25,19.37,44.37,1,0.5,1
0e72c1a751b496722a6cb1f10653b62a,2018-06-01,69.9,8.65,78.55,1,0.6,1
0e982cff76cc0579f632cea8a0e38c9d,2017-08-01,320,11.66,331.66,1,8.225,1
0e982cff76cc0579f632cea8a0e38c9d,2017-10-01,335.44,63.71,399.15,5,0.25,1
0e982cff76cc0579f632cea8a0e38c9d,2017-12-01,58,25.06,83.06,2,1.85,2
0e982cff76cc0579f632cea8a0e38c9d,2018-02-01,338.52,26.61,365.13,1,0.6,1
0e982cff76cc0579f632cea8a0e38c9d,2018-03-01,255.38,45.93,301.31,3,3.283,2
0ea22c1cfbdc755f86b9b54b39c16043,2016-09-01,154.6,77.83,232.43,4,0.65,3
0ea22c1cfbdc755f86b9b54b39c16043,2016-12-01,673.6,205.15,878.75,14,2.8,11
0ea22c1cfbdc755f86b9b54b39c16043,2017-01-01,882.8,317.25,1200.05,22,5.1,16
0ea22c1cfbdc755f86b9b54b39c16043,2017-02-01,808.1,307.18,1115.28,19,3.2,19
0ea22c1cfbdc755f86b9b54b39c16043,2017-03-01,603.2,288.48,891.68,18,3.6,17
0ea22c1cfbdc755f86b9b54b39c16043,2017-04-01,1316.6,546.78,1863.38,34,10.2,28
0ea22c1cfbdc755f86b9b54b39c16043,2017-05-01,673.3,264.34,937.64,17,3.3,15
0ea22c1cfbdc755f86b9b54b39c16043,2017-06-01,254.3,119.37,373.67,7,14.65,7
0ea22c1cfbdc755f86b9b54b39c16043,2017-07-01,552.2,202.42,754.62,14,3,10
0ea22c1cfbdc755f86b9b54b39c16043,2017-08-01,294.3,107.91,402.21,7,1.2,7
0ea22c1cfbdc755f86b9b54b39c16043,2017-09-01,448.9,169.76,618.66,11,2.3,11
0ea22c1cfbdc755f86b9b54b39c16043,2017-10-01,858.1,293.44,1151.54,19,5.25,15
0ea22c1cfbdc755f86b9b54b39c16043,2017-11-01,927.9,294.72,1222.62,21,3.4,20
0ea22c1cfbdc755f86b9b54b39c16043,2017-12-01,473.7,257.88,731.58,13,2.15,13
0ea22c1cfbdc755f86b9b54b39c16043,2018-01-01,344.3,130.56,474.86,7,1.1,6
0ea22c1cfbdc755f86b9b54b39c16043,2018-02-01,334,189.76,523.76,10,1.5,10
0ea22c1cfbdc755f86b9b54b39c16043,2018-03-01,329,225.07,554.07,10,2.35,9
0ea22c1cfbdc755f86b9b54b39c16043,2018-04-01,369,169.37,538.37,10,1.5,9
0ea22c1cfbdc755f86b9b54b39c16043,2018-05-01,144.6,68.07,212.67,4,0.65,4
0ea22c1cfbdc755f86b9b54b39c16043,2018-07-01,269.2,128.27,397.47,8,1.2,7
0eaa7e33d73809f1f925f7d07c506cbd,2017-03-01,164,40.56,204.56,2,1.6,2
0eaa7e33d73809f1f925f7d07c506cbd,2017-04-01,139,9.79,148.79,1,0.9,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-05-01,327,34.72,361.72,3,2.85,3
0eaa7e33d73809f1f925f7d07c506cbd,2017-07-01,171,20.83,191.83,2,1.375,2
0eaa7e33d73809f1f925f7d07c506cbd,2017-08-01,189,13.66,202.66,1,0.9,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-09-01,119,9.65,128.65,1,2.444,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-11-01,119,13.17,132.17,1,0.6,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-12-01,45,9.34,54.34,1,0.8,1
0eaa7e33d73809f1f925f7d07c506cbd,2018-03-01,45,13.71,58.71,1,0.8,1
0eaa7e33d73809f1f925f7d07c506cbd,2018-07-01,234,29.47,263.47,2,3.95,2
0ebd97a106433a45a4aebe57c1799778,2017-04-01,179.8,48.81,228.61,2,0.2,2
0ebd97a106433a45a4aebe57c1799778,2017-05-01,329.7,38.39,368.09,3,0.35,3
0ebd97a106433a45a4aebe57c1799778,2017-06-01,109.9,42.8,152.7,1,0.05,1
0ebd97a106433a45a4aebe57c1799778,2017-07-01,259.8,23.15,282.95,2,0.15,2
0ebd97a106433a45a4aebe57c1799778,2017-08-01,199.8,28.83,228.63,2,0.15,2
0ebd97a106433a45a4aebe57c1799778,2017-09-01,179.8,19.88,199.68,2,0.1,2
0ebd97a106433a45a4aebe57c1799778,2017-10-01,379.7,67.46,447.16,3,0.25,3
0ebd97a106433a45a4aebe57c1799778,2017-11-01,179.8,42.64,222.44,2,0.15,2
0ebd97a106433a45a4aebe57c1799778,2017-12-01,219.7,59.71,279.41,3,0.25,2
0ebd97a106433a45a4aebe57c1799778,2018-01-01,79.9,42.59,122.49,1,0.15,1
0ebd97a106433a45a4aebe57c1799778,2018-02-01,289.7,79.8,369.5,3,0.4,3
0ebd97a106433a45a4aebe57c1799778,2018-03-01,229.7,41.28,270.98,3,0.4,3
0ebd97a106433a45a4aebe57c1799778,2018-04-01,359.6,57.26,416.86,4,0.5,4
0ebd97a106433a45a4aebe57c1799778,2018-06-01,49.9,22.28,72.18,1,0.15,1
0ec28cec4046a4a199b6de9b4c891d97,2018-03-01,146.9,19.72,166.62,1,0.3,1
0ec28cec4046a4a199b6de9b4c891d97,2018-04-01,149.7,36.32,186.02,3,1.2,2
0ed6ce5d87fd9c69eaacaeb778d67235,2017-09-01,69.9,16.25,86.15,1,1.35,1
0ed6ce5d87fd9c69eaacaeb778d67235,2017-10-01,294.6,56.26,350.86,4,5.35,4
0ed6ce5d87fd9c69eaacaeb778d67235,2017-11-01,350.6,69.45,420.05,4,9.85,4
0ed6ce5d87fd9c69eaacaeb778d67235,2017-12-01,72.9,17.76,90.66,1,1.5,1
0ed6ce5d87fd9c69eaacaeb778d67235,2018-01-01,72.9,16.76,89.66,1,1.5,1
0ed6ce5d87fd9c69eaacaeb778d67235,2018-02-01,172.5,72.05,244.55,5,2.5,5
0ed6ce5d87fd9c69eaacaeb778d67235,2018-03-01,170.7,52.86,223.56,3,3.25,3
0ed6ce5d87fd9c69eaacaeb778d67235,2018-04-01,419.28,152.47,571.75,9,4.45,9
0ed6ce5d87fd9c69eaacaeb778d67235,2018-05-01,281.57,132.76,414.33,7,4.45,7
0ed6ce5d87fd9c69eaacaeb778d67235,2018-06-01,199.58,78.58,278.16,6,2.725,6
0ed6ce5d87fd9c69eaacaeb778d67235,2018-07-01,36.89,22.63,59.52,2,0.325,2
0ee4fb99ac55ffbbc98795aa01b7f8fa,2017-04-01,59.9,11.03,70.93,1,1.3,1
0ef83d7d83ed97cd2a0049ac8be5f88a,2017-10-01,56.89,15.16,72.05,1,0.434,1
